experiment,game,method,trajectory_id,init_p1,init_p2,step,coop_p1,coop_p2,success
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,106,0.9562782106367077,0.9645187804894865,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,108,0.9570087350593571,0.9651697765476546,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,110,0.958202820409226,0.9656427574759322,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,112,0.9582221550589933,0.9659594367965367,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,114,0.9585577267204655,0.9662609317654699,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,116,0.9595973224355133,0.9671232970094423,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,118,0.9610447520837492,0.9676995986224678,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,120,0.9618493468083327,0.9680029368571847,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,122,0.9623466308396547,0.9686066153235681,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,124,0.9634363320305569,0.9688922655053797,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,126,0.963948676471093,0.9691013614445191,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,128,0.9645648754156256,0.9696227094449141,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,130,0.9652099226711616,0.9697569362916629,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,132,0.9655136412090445,0.9698672138899216,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,134,0.9659200951738736,0.9704211569454074,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,136,0.9660085508109285,0.9710459478782486,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,138,0.9657637621893913,0.9713922507772684,1
trajectory,stag_hunt,standard_pg,9,0.29000000000000004,0.92,139,0.9657809696205999,0.9716419688405517,1
trajectory,stag_hunt,standard_pg,10,0.5,0.08,0,0.4347935627100678,0.07749542509177727,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,2,0.3371689323122427,0.07216817581839503,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,4,0.2633333390377565,0.06859854711941324,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,6,0.2102690407341109,0.06391046002144372,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,8,0.171056132879218,0.05993829887607436,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,10,0.14017210494559926,0.055141879704471757,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,12,0.120113334891086,0.052086827517907094,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,14,0.10469893050311257,0.04913078913783138,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,16,0.09204759265782206,0.04603287768391486,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,18,0.08273806010718603,0.04374180532387492,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,20,0.07445920701483467,0.041065665737241304,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,22,0.0680172436522842,0.03909058493140767,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,24,0.0629853645417227,0.03746876836432125,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,26,0.05820849285094732,0.035769893076197434,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,28,0.053962229767231244,0.03412770293064299,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,30,0.050598996313280215,0.03274387800005688,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,32,0.04796647537167227,0.03173787370248275,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,34,0.0449974727971437,0.030375575647856465,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,36,0.04242330494240572,0.029128681098732102,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,38,0.04026728085997357,0.02809594242938067,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,40,0.038207277659936555,0.027053187303192658,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,42,0.03645978257292829,0.02618890510853466,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,44,0.03489913015856372,0.025384222426797557,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,46,0.033479184854234637,0.024634545849901046,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,48,0.03207684579056728,0.023854758474756148,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,50,0.030897058632889243,0.023202593151114802,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,52,0.029713153918776006,0.022521091660951696,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,54,0.028624653344428833,0.02187847226362502,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,56,0.027625522197037025,0.021277983028129655,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,58,0.02677926543694444,0.020778220245454657,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,60,0.025904254567655133,0.02024435957117533,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,62,0.02509114461239916,0.019738495587542162,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,64,0.02433007292085586,0.019262718084615233,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,66,0.023626213593316143,0.018805921451478365,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,68,0.022966115005116625,0.01837311081907854,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,70,0.02240931598084176,0.018022157235333968,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,72,0.02181572287163463,0.01763130048406666,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,74,0.021329448758851465,0.01730953872334344,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,76,0.020856800302033397,0.017007491751226834,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,78,0.02034606089087143,0.01666741878003932,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,80,0.01986714278895621,0.016337481114325057,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,82,0.019408921864628923,0.016024965878707366,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,84,0.01897120018343861,0.015726427301012872,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,86,0.01856171175727792,0.015435544275153685,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,88,0.01816596236898817,0.015160286027353207,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,90,0.017789179264668657,0.014895894938685626,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,92,0.017480197074735,0.01468685944000951,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,94,0.017133451098969264,0.014439857737749938,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,96,0.016801183271398592,0.014201761878672203,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,98,0.016483111185275456,0.01397207753769651,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,100,0.016179698793746183,0.01375178180980613,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,102,0.015887875177845907,0.013538791130652348,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,104,0.015608611566739294,0.013333137232265526,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,106,0.01533777972701541,0.013135461966242814,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,108,0.015078881837230744,0.012942948052591068,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,110,0.014828396832258036,0.012757319100080312,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,112,0.014588412468392499,0.012576928512080112,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,114,0.014395878138744924,0.012439336481045381,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,116,0.01420988078710264,0.012305168059537916,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,118,0.013989625860582342,0.012140077050105313,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,120,0.01377794973236582,0.011978889915810469,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,122,0.013572366311788318,0.011823287660990152,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,124,0.013373898356979342,0.011672202477648599,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,126,0.013180805616973237,0.01152610094505384,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,128,0.01299528348315542,0.01138214564476363,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,130,0.012851240614322851,0.011274755757032006,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,132,0.012674262865032095,0.011139471124780224,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,134,0.012504746087746847,0.011006363895527511,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,136,0.012374760520688768,0.010907057614172594,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,138,0.012212974818692823,0.01078079739924091,0
trajectory,stag_hunt,standard_pg,10,0.5,0.08,139,0.012134978433096105,0.01071845976447368,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,0,0.4527685991062856,0.2710970203829894,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,2,0.3942380213178556,0.25623573626221624,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,4,0.33441230647910797,0.23517342362742502,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,6,0.2786429750750386,0.20131338389651388,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,8,0.23188154802423872,0.17779728867778474,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,10,0.19666758462097234,0.15681592175926018,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,12,0.1654596761098515,0.13595135902150327,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,14,0.1437492510904029,0.11998384553648991,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,16,0.1252843017444996,0.10661805556056739,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,18,0.11182602931381734,0.0968002244539636,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,20,0.10068540481715044,0.08859579020905019,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,22,0.0916879631983123,0.08160484629829849,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,24,0.08336150972841107,0.0748388155438878,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,26,0.07571348059283645,0.06855769432244574,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,28,0.0694687854353177,0.06342203794893773,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,30,0.06366768205474924,0.058491698629748325,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,32,0.05869514678938374,0.054361305343238506,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,34,0.055327181761463694,0.051421519320931704,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,36,0.0514816425034185,0.04803655056595199,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,38,0.04868290167280893,0.04556019221104558,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,40,0.04603496112438463,0.04323683194744607,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,42,0.043513357991294604,0.04105434429360157,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,44,0.04144359563382097,0.0391901572938103,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,46,0.03946914960328206,0.037394493282366194,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,48,0.03766520052247539,0.03577200824849789,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,50,0.03591259111828057,0.03419160568329851,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,52,0.03433234209569996,0.03275446021291325,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,54,0.033318116314959456,0.031850794786935345,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,56,0.03196852517590851,0.03060452170096572,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,58,0.03083717404840822,0.02955595910705082,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,60,0.029690133234118215,0.028493643782010768,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,62,0.028634323563048632,0.027509604617847835,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,64,0.02774020438314542,0.02668074391565786,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,66,0.026829235811549456,0.025823201544174952,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,68,0.025984195639799326,0.025020445130161915,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,70,0.025266318116340045,0.024352213823354195,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,72,0.024513810792011412,0.02365466843393739,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,74,0.023808472126114342,0.022996868783288042,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,76,0.023297618106653255,0.022509879333285042,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,78,0.022731797558478824,0.021992407679427235,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,80,0.022201761696897027,0.021494507112935126,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,82,0.021631623086564945,0.02095837445085485,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,84,0.02109117687325858,0.020450418730500595,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,86,0.020581751536261718,0.019972775134400104,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,88,0.020155373557731372,0.019578790601127567,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,90,0.019695628038462306,0.01913858824667208,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,92,0.019321317675240864,0.018772649069268305,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,94,0.018905930156059243,0.018368522768431688,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,96,0.018560494544727055,0.01803996815950298,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,98,0.01817682151291566,0.01767290828690965,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,100,0.01780803518693104,0.01732125459399924,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,102,0.017452594594222715,0.01698922800785531,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,104,0.01711700494944942,0.0166665995776967,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,106,0.016842140932510557,0.01640707513009921,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,108,0.016528788226921037,0.016112359960797483,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,110,0.0162309389481101,0.015824123494637406,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,112,0.015943391992557652,0.015549542013793665,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,114,0.01566561139130283,0.015285127662385819,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,116,0.015442031739242449,0.015074683454579563,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,118,0.015226526940274807,0.014871644450666112,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,120,0.014974535802234809,0.014633901134974972,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,122,0.014731118824601498,0.01440353727611829,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,124,0.014497347941531093,0.014180784805718253,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,126,0.014273976104074692,0.013963167511790196,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,128,0.01405513836079472,0.013756475307149144,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,130,0.013844829257961764,0.01355450863480872,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,132,0.013639662906494154,0.013361172103525365,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,134,0.01344175968624642,0.013172277315098874,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,136,0.013251481260818704,0.01298839515308289,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,138,0.01306636774148649,0.012810822946172452,0
trajectory,stag_hunt,standard_pg,11,0.5,0.29000000000000004,139,0.012975770351322339,0.012724046860608925,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,0,0.4919085823302431,0.49089736620037816,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,2,0.45819429425692904,0.45568985205331486,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,4,0.4298725609588072,0.42643822397376585,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,6,0.3900387030194949,0.39757385989847227,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,8,0.3483331139485257,0.3619342651636164,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,10,0.3079619057015702,0.3203556249696719,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,12,0.26042369252500075,0.2744604351935856,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,14,0.22507597005056432,0.2350225542690479,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,16,0.19404344942363827,0.20223978740591067,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,18,0.16404558186212848,0.16976107991315226,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,20,0.14179220131721124,0.1464779006289895,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,22,0.12415612151557838,0.128353503533275,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,24,0.11025714128267167,0.11338559814988758,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,26,0.09869091178923467,0.10144867824857723,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,28,0.0884690934219555,0.09093451009128635,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,30,0.08011245860633888,0.08250346058457118,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,32,0.07332597451389297,0.07522670041923263,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,34,0.06835717704542031,0.0699175965095377,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,36,0.06350057501336091,0.06487621915167062,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,38,0.058940776245296984,0.06020806153004988,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,40,0.05578763337432675,0.056908720125056204,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,42,0.05280690231542162,0.05387884448320111,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,44,0.049572806721243506,0.05047473410293266,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,46,0.04707182011459651,0.04781154105694014,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,48,0.044527060100217654,0.04519800073659853,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,50,0.042378733442350894,0.043001925149585896,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,52,0.04035459170852429,0.040879607537811564,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,54,0.038742808434117815,0.03926909529579451,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,56,0.037287756392796696,0.03778139843315182,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,58,0.035734556772247336,0.036189961777281544,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,60,0.03441950884160275,0.03484853143158697,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,62,0.03322180834780061,0.0336162311060181,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,64,0.03220816121326876,0.03257784246298238,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,66,0.031082098115156952,0.03142300478084189,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,68,0.030046123130620855,0.030357033689024916,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,70,0.029000197399186866,0.02926914421332076,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,72,0.02811590983653628,0.028350553501626626,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,74,0.027200760204837863,0.02740964758401195,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,76,0.026415252053730954,0.02662353562968915,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,78,0.025605987741668047,0.025808088052055807,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,80,0.024837232254163556,0.025052661802326036,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,82,0.024126713802464686,0.024330043994270367,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,84,0.023526321630028393,0.023730948476748066,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,86,0.022964717499821704,0.023156647616310536,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,88,0.022429075732473006,0.022616370409903757,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,90,0.021986440599594606,0.022175507003940515,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,92,0.021564272065223898,0.021753721129402902,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,94,0.02103914949827279,0.02122055546910235,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,96,0.02061014063373048,0.020770973884506418,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,98,0.020134516154896972,0.020288971560990007,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,100,0.01974992946453395,0.019882056826248395,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,102,0.01936799140606209,0.019504089110740568,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,104,0.018955063290450557,0.019081359680876077,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,106,0.01855755697916085,0.01868019093210087,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,108,0.018230945735115814,0.018350459938835165,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,110,0.017868757129094463,0.01798144321685755,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,112,0.017519928393323354,0.01762690009052325,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,114,0.017185017429929495,0.017288608101219516,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,116,0.016867135691956255,0.016961906226101716,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,118,0.01660485018135869,0.01669825908466089,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,120,0.016309575389443266,0.016396198789812872,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,122,0.016069222044348727,0.016152515002585938,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,124,0.015792618152095452,0.015872534069950147,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,126,0.01552539933980107,0.015603689997299703,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,128,0.015350757520811577,0.01543397516678165,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,130,0.015100142704491075,0.01518067434164218,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,132,0.015024933908594064,0.015103280260692185,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,134,0.014785076523583228,0.014862819678483226,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,136,0.01459538669806073,0.014670032437925893,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,138,0.014371795423620017,0.014443739121810276,0
trajectory,stag_hunt,standard_pg,12,0.5,0.5,139,0.014262229890228333,0.014334379260623224,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,0,0.5111248343431231,0.7040496147785903,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,2,0.5340799050617517,0.6800592239176737,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,4,0.5444071652065766,0.6767293537589065,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,6,0.5599247792720082,0.6469261035089959,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,8,0.5587198666156972,0.631630958005453,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,10,0.5489510178969106,0.6155107964303643,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,12,0.5587696235072938,0.6052784692547296,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,14,0.5511789904536952,0.5858177952534322,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,16,0.5179741158051291,0.5589444383357881,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,18,0.4885653454757284,0.5317743005571136,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,20,0.4680700379294389,0.5081486785853774,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,22,0.43383682507479376,0.4809152021587442,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,24,0.4107032048305395,0.4464016175558468,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,26,0.39080494216218614,0.4249378107936011,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,28,0.35946943413106064,0.38732194347086585,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,30,0.32227189277215473,0.34937360530194467,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,32,0.28327830471455334,0.30388738744743,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,34,0.25667887323905153,0.2718053646021497,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,36,0.2337208073915668,0.24431128842394206,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,38,0.20208237544371388,0.21420394790749056,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,40,0.17568338204929362,0.18719062331586953,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,42,0.15534490951371344,0.16489408181338533,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,44,0.13500993285669685,0.14234892523869977,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,46,0.12008551738158557,0.1263740758595551,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,48,0.10986734751009382,0.11533133823461332,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,50,0.10043893533065504,0.10537993509704924,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,52,0.09228359755277002,0.09664592651246309,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,54,0.08494696815903026,0.08894286839602793,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,56,0.07905295436050605,0.0823117369912142,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,58,0.07246850539994738,0.07560141987377687,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,60,0.06798033680890514,0.07051637833620818,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,62,0.06392688040895379,0.0660192881689356,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,64,0.06031380881630874,0.06212943221825473,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,66,0.05698956930076191,0.05851679026993836,0
trajectory,stag_hunt,standard_pg,13,0.5,0.7100000000000001,68,0.05358667164735812,0.05489066881031798,0
