game,method,seed,step,reward_p1,reward_p2,coop_p1,coop_p2,base_norm,own_norm,peer_norm,lr_step,lambda_step
stag_hunt,standard_pg,1037,100,1.981428836236407,1.9868449521626188,0.01759972010739453,0.01579434813199055,0.04735012926677448,0.0008461967012490509,1.127060974531159e-06,0.29127838971160114,1.5
stag_hunt,standard_pg,1037,110,1.9831838523017213,1.9876999878863708,0.0160071668014931,0.014501788273276637,0.04331796605089989,0.000710566484458647,2.2179397360927696e-07,0.28525877337361016,1.5
stag_hunt,standard_pg,1037,120,1.9845983276891486,1.9884604988083296,0.014706310342375881,0.013418919969315572,0.03987244515524993,0.0006025695927681137,6.242968840683284e-07,0.2798311806860547,1.5
stag_hunt,standard_pg,1037,130,1.9857805722180708,1.9891227726222347,0.013616043344011721,0.012501976542623737,0.03673282678425371,0.0005120496242705364,2.309697503698978e-05,0.2748981270375992,1.5
stag_hunt,standard_pg,1037,140,1.986614804497284,1.989590840531942,0.012850333660706231,0.01185832164915351,0.012842406063036896,6.360915515658149e-05,0.00045915922626379806,0.270383762581522,1.5
stag_hunt,standard_pg,1037,150,1.9874919845569674,1.9901220450645014,0.012034139642583215,0.011157452806738515,0.03295021227130898,0.00041412325489460365,2.7347450352475257e-06,0.2662279901938942,1.5
stag_hunt,standard_pg,1037,160,1.9882610735512811,1.9905859116719846,0.011322237205853373,0.010547291165618871,0.03104015620835557,0.00036750999089321917,2.0828708105872894e-07,0.26238244113698533,1.5
stag_hunt,standard_pg,1037,170,1.9889217368597072,1.9910147593725602,0.010701773803465268,0.010004099632514203,0.029201871395710146,0.0003255818746625552,8.006321095851542e-06,0.25880764933108025,1.5
stag_hunt,standard_pg,1037,180,1.9895125582499966,1.9913971431181747,0.010149134693346645,0.009520939737287253,0.02788414335843606,0.0002968887435818149,1.7049386020646424e-07,0.25547102190393156,1.5
stag_hunt,standard_pg,1037,190,1.990029876720986,1.9917521520551504,0.009659301860940859,0.009085210082886059,0.026554669743541013,0.00026931884910597184,2.06630400990217e-06,0.2523453524034575,1.5
stag_hunt,standard_pg,1037,200,1.9904985009951985,1.992070976562787,0.009217746344364347,0.00869358782183483,0.025346180793541555,0.0002456091774062963,6.476315195443648e-07,0.24940771224216296,1.5
stag_hunt,standard_pg,1037,210,1.9909222940980813,1.9923618278490622,0.008818462696567131,0.008338618112906761,0.024336582348986467,0.00022687577334592473,7.807442591065279e-07,0.24663861108080362,1.5
stag_hunt,standard_pg,1037,220,1.9913003367059745,1.9926350570557838,0.008458084934974096,0.008013178151704393,0.023225101363839165,0.0002064406227388383,2.032861907282381e-06,0.24402135188322105,1.5
stag_hunt,standard_pg,1037,230,1.9916494273048246,1.9928822299090305,0.008127802015071134,0.007716867813669157,0.02230602449973325,0.00019073747389816695,8.217720644261436e-06,0.24154152916438887,1.5
stag_hunt,standard_pg,1037,240,1.9919685564705165,1.993112198888741,0.00782497093163963,0.007443756792231448,0.0215758326598473,0.0001785404185432113,9.476859534190514e-07,0.2391866341072862,1.5
stag_hunt,standard_pg,1037,250,1.9922595868448711,1.9933280758752736,0.007547060562995997,0.00719089755286189,0.020833819713608853,0.00016641605080100526,2.955413307648782e-07,0.2369457404987882,1.5
stag_hunt,standard_pg,1037,259,1.992503407812457,1.9935083588233735,0.0073147753412419825,0.0069797916709365354,0.020226621710134382,0.00015695496533959488,1.0772110138199885e-07,0.2350184524722088,1.5
stag_hunt,standard_pg,1074,0,0.9193936745798205,3.1007748280364207,0.9343559548585745,0.2072289037063744,0.1530428182375626,0.007659717148652648,0.009411872239509499,0.5178959436034413,1.5
stag_hunt,standard_pg,1074,10,1.5712743276304013,3.162583870540706,0.9013827421302021,0.3709462278267672,0.13451123175362154,0.006692532992086735,0.01800359112492837,0.4385259625377816,1.5
stag_hunt,standard_pg,1074,20,2.1492981199177286,3.1973784729847163,0.8730769198322782,0.5237168021432823,0.16362619209737514,0.00023157355431560286,0.04975035778976401,0.3978628674337284,1.5
stag_hunt,standard_pg,1074,30,2.5500975390492187,3.212995559625446,0.854932606503529,0.6339665996447866,0.26914814602619413,0.012304715312129665,0.0458561931097307,0.3713198031281318,1.5
stag_hunt,standard_pg,1074,40,2.915524331924089,3.264198824168171,0.8528252772209577,0.7366004464729304,0.08214669143412877,0.002445953214258218,0.027986074645355692,0.3519570819976834,1.5
stag_hunt,standard_pg,1074,50,3.189309707705964,3.374872291756718,0.8729439914496588,0.811089796766074,0.16131910820271297,0.006919602980001938,0.019559204297185193,0.3368885179626231,1.5
stag_hunt,standard_pg,1074,60,3.3291257581398406,3.477294296773484,0.8957223281764692,0.8463328152985881,0.09511387037391499,0.003902316704462755,0.012287909804314172,0.32465267067212744,1.5
stag_hunt,standard_pg,1074,70,3.496128521844677,3.5705900426987074,0.913278222869553,0.8884577159182094,0.1036610110358521,0.0033283414700973806,0.00568241683948988,0.31441330268612205,1.5
stag_hunt,standard_pg,1074,80,3.5630934993858876,3.6152992056964006,0.9220841649039606,0.9046822628004564,0.14111576286731006,0.009103408936989582,0.0022048497600042224,0.30564993458183315,1.5
stag_hunt,standard_pg,1074,90,3.6133413330721402,3.6530117280699153,0.929726460596447,0.9165029955971886,0.0644604889191018,0.0014818615278478196,0.0017687288381816183,0.298018009334332,1.5
stag_hunt,standard_pg,1074,100,3.6633880537655075,3.6813031184752125,0.9346591916379111,0.9286875034013429,0.055304705821697143,0.001175561407397124,0.0031601371937373993,0.29127838971160114,1.5
stag_hunt,standard_pg,1074,110,3.7109581952140465,3.728617901846039,0.9448835309108174,0.9389969620334866,0.06665724167669553,0.0015336788101644344,0.003286373209109971,0.28525877337361016,1.5
stag_hunt,standard_pg,1074,120,3.729583446137741,3.75393632398848,0.9507132231960812,0.9425955972458349,0.06894905065494729,0.002098513211149062,0.00041071435218611335,0.2798311806860547,1.5
stag_hunt,standard_pg,1074,130,3.7533840184944576,3.7734607065570134,0.9546123151420246,0.9479200857878393,0.06546393093454254,0.0015863518253711577,0.00031084322553234355,0.2748981270375992,1.5
stag_hunt,standard_pg,1074,140,3.7738444824400372,3.7933133603379723,0.9587806790222392,0.9522910530562608,0.11752062614560467,0.0066681703565091835,0.0005076980144595597,0.270383762581522,1.5
stag_hunt,standard_pg,1074,150,3.794276824177137,3.8107378176916207,0.9622664439924266,0.9567794461542654,0.038541123456952646,0.0006852870125234242,0.00013199224591574224,0.2662279901938942,1.5
stag_hunt,standard_pg,1074,160,3.806581996730645,3.823034021085236,0.9648464742863901,0.9593624661681932,0.054594911374850355,0.0015014354631254093,0.0009290714244633532,0.26238244113698533,1.5
stag_hunt,standard_pg,1074,170,3.826203034864454,3.838917829793493,0.967932685492559,0.9636944205162126,0.04779143352770369,0.0009347171687083529,0.00011953702595903275,0.25880764933108025,1.5
stag_hunt,standard_pg,1074,180,3.84139320846965,3.850626581310791,0.9701511822461484,0.9670733912991013,0.06832512016824464,0.002057701266921087,0.0008106038062233311,0.25547102190393156,1.5
stag_hunt,standard_pg,1074,190,3.8515333514638437,3.863704691808388,0.9730510111896223,0.968993897741441,0.06160909577830776,0.0014094863305302383,0.00011235646618500436,0.2523453524034575,1.5
stag_hunt,standard_pg,1074,200,3.860557399808765,3.8718606937519477,0.9746839182604713,0.9709161536127436,0.10480961777103034,0.004061743432935858,0.00017345878785028347,0.24940771224216296,1.5
stag_hunt,standard_pg,1074,210,3.865952926571462,3.882499773350075,0.9772162173864928,0.9717006017936218,0.11274076348644352,0.004686435326757512,0.00016454845621109411,0.24663861108080362,1.5
stag_hunt,standard_pg,1074,220,3.8718922717564834,3.887517352429781,0.978191627961778,0.9729832677373456,0.024287058179540483,0.00026361434751104713,3.0055630135568978e-05,0.24402135188322105,1.5
stag_hunt,standard_pg,1074,230,3.8787606127899665,3.8895306877002436,0.9782947174560913,0.974704692485999,0.034714677323392486,0.0006303009253815996,3.966774439658685e-05,0.24154152916438887,1.5
stag_hunt,standard_pg,1074,240,3.8848516747505375,3.893791801676036,0.9790536668993811,0.9760736245908816,0.03136316485934542,0.0004094359014130081,0.0005054565422969123,0.2391866341072862,1.5
stag_hunt,standard_pg,1074,250,3.8903703936292695,3.8977661795642815,0.9797708347164664,0.9773055727381291,0.0321986944694301,0.0005328624171019847,3.194496533890881e-05,0.2369457404987882,1.5
stag_hunt,standard_pg,1074,259,3.8952687244137385,3.902631714858257,0.9807669400776136,0.9783126099294408,0.05884131326716829,0.0014411584701731247,5.410407318985916e-05,0.2350184524722088,1.5
stag_hunt,standard_pg,1111,0,2.6789049003764425,3.2675987332154715,0.8662984969605706,0.6700672193475609,0.15843898189485559,0.003917377897299461,0.04996284581038038,0.5178959436034413,1.5
stag_hunt,standard_pg,1111,10,3.1872077448150433,3.455752356516967,0.8971896274857983,0.8076747569184904,0.19895675132329493,0.0105195239162671,0.017466426109408573,0.4385259625377816,1.5
stag_hunt,standard_pg,1111,20,3.384772084045423,3.5309225763787584,0.9081863053859395,0.859469474608161,0.13862823867274662,0.007417929181406545,0.009398501592515623,0.3978628674337284,1.5
stag_hunt,standard_pg,1111,30,3.5362908810597955,3.589062256882378,0.916236708915169,0.8986462503076416,0.09355532570652543,0.003766948312946014,0.007986977032383257,0.3713198031281318,1.5
stag_hunt,standard_pg,1111,40,3.602186063261415,3.6554704521012717,0.9310600702572124,0.9132986073105934,0.14028071514523163,0.006453595815831197,0.0048551752374057814,0.3519570819976834,1.5
stag_hunt,standard_pg,1111,50,3.6579188821090343,3.708199907282934,0.9424240611116579,0.9256637193870245,0.10585086198616504,0.004079362404554153,0.0027981948111141203,0.3368885179626231,1.5
stag_hunt,standard_pg,1111,60,3.7104196981989976,3.742234873412524,0.9486598184437265,0.9380547600392177,0.10296842207278283,0.003925138525856544,0.0007060246356920238,0.32465267067212744,1.5
stag_hunt,standard_pg,1111,70,3.7431715696792422,3.7737579420549343,0.9553195518708059,0.9451240944122418,0.10300928978956819,0.004246510318898371,0.000552889066563927,0.31441330268612205,1.5
stag_hunt,standard_pg,1111,80,3.7758317004557367,3.7904201601716214,0.9578686387200401,0.9530058188147452,0.0792885346048071,0.0031491462137961147,0.0003390403678147799,0.30564993458183315,1.5
stag_hunt,standard_pg,1111,90,3.8029497629632845,3.812759935336985,0.9622782278868278,0.9590081704289276,0.01936198067294386,0.00017005265578374747,0.0008524214932228845,0.298018009334332,1.5
stag_hunt,standard_pg,1111,100,3.830912601272095,3.8371057863063545,0.9671456986393161,0.9650813036278961,0.0601734788725642,0.0016909468821920493,0.00014982404057076578,0.29127838971160114,1.5
stag_hunt,standard_pg,1111,110,3.8453404399147724,3.851424869496296,0.970118497649007,0.9680903544551658,0.0494429265079305,0.0010973942051706706,0.00010204809460373523,0.28525877337361016,1.5
stag_hunt,standard_pg,1111,120,3.8613996825929577,3.861970851009198,0.971957205676489,0.971766816204409,0.04844588527355529,0.0009029759739732132,8.32622640440046e-05,0.2798311806860547,1.5
stag_hunt,standard_pg,1111,130,3.8705454230701455,3.8685563632426683,0.973157019766058,0.9738200397085502,0.06886616836784942,0.0023972120282120136,0.00010659423088858094,0.2748981270375992,1.5
stag_hunt,standard_pg,1111,140,3.8788873816322056,3.875408792067882,0.9744767475780081,0.9756362774327825,0.030080146783780355,0.0003520810870441801,4.030826398200736e-05,0.270383762581522,1.5
stag_hunt,standard_pg,1111,150,3.885142307122719,3.8822297878385212,0.9759178475213204,0.9768886872827197,0.060377433066725605,0.0018658550352861436,7.384383976220208e-05,0.2662279901938942,1.5
stag_hunt,standard_pg,1111,160,3.8922644562562216,3.890649170682609,0.9777318192001734,0.9782702477247109,0.039444076081578495,0.0005799478579200802,4.155477154716311e-05,0.26238244113698533,1.5
stag_hunt,standard_pg,1111,170,3.8968720153700644,3.8964485725415123,0.9789986290123698,0.9791397766218872,0.025814581886903786,0.00028724349748525326,2.4447673334662493e-05,0.25880764933108025,1.5
stag_hunt,standard_pg,1111,180,3.9019028752338443,3.900257047317164,0.979701143133326,0.9802497524388862,0.030360410154276415,0.0004829147061870538,2.6355487065035206e-05,0.25547102190393156,1.5
stag_hunt,standard_pg,1111,190,3.9084067813291608,3.9052049583384414,0.9806144713758652,0.981681745706105,0.03073065453657559,0.0003731413745649933,2.3742762345829443e-05,0.2523453524034575,1.5
stag_hunt,standard_pg,1111,200,3.911348162894787,3.9061368632378026,0.9806760440922317,0.9824131439778931,0.011861474812402096,5.543611487298486e-05,8.622848707848152e-06,0.24940771224216296,1.5
stag_hunt,standard_pg,1111,210,3.9147191415278213,3.908860793596417,0.9811913811922673,0.9831441638360687,0.01930334540566824,0.0001920743418468159,1.324361987808331e-05,0.24663861108080362,1.5
stag_hunt,standard_pg,1111,220,3.9155457645864127,3.9095114317982387,0.9813130284445889,0.9833244727073135,0.017733151184622205,0.0001651235563393387,1.1709793834632405e-05,0.24402135188322105,1.5
stag_hunt,standard_pg,1111,230,3.918806692207514,3.913461348998298,0.982164109993013,0.9839458910627515,0.05575092631899246,0.0012860875163392927,3.5351881100739184e-05,0.24154152916438887,1.5
stag_hunt,standard_pg,1111,240,3.922276291098795,3.916683892258228,0.9828057988974027,0.9846699318442583,0.0418980315081829,0.000680277753700327,2.4273846201871526e-05,0.2391866341072862,1.5
stag_hunt,standard_pg,1111,250,3.9257302002893524,3.9211653787057603,0.9837858174427454,0.9853074246372762,0.037200737167185666,0.0005348414249288331,1.9446954315159048e-05,0.2369457404987882,1.5
stag_hunt,standard_pg,1111,259,3.9271757424158196,3.9221912042166736,0.9839677002374363,0.9856292129704849,0.01031413347556016,4.80306757889255e-05,5.134321669427187e-06,0.2350184524722088,1.5
stag_hunt,standard_pg,1148,0,2.057256165610923,3.332137665573404,0.9309541954687889,0.5059936954812951,0.334082562310669,0.004565384363357911,0.02802367347032053,0.5178959436034413,1.5
stag_hunt,standard_pg,1148,10,2.9617422039172707,3.5237670467785134,0.9317565230420045,0.7444149087549237,0.20190097263115428,0.009670187536972654,0.0252016860607235,0.4385259625377816,1.5
stag_hunt,standard_pg,1148,20,3.3254705501895403,3.6212008913021143,0.9379793155166676,0.8394025351458096,0.07782373215425166,0.0021341218764098246,0.007222306535408685,0.3978628674337284,1.5
stag_hunt,standard_pg,1148,30,3.5212703794267046,3.693583534624639,0.9466588025950581,0.8892210841957465,0.13997915152216853,0.006687012422189457,0.0049177093296550265,0.3713198031281318,1.5
stag_hunt,standard_pg,1148,40,3.593027849070483,3.7145946669941114,0.948149656829421,0.9076273841882115,0.10656810331421292,0.00498544089035228,0.001053777726819947,0.3519570819976834,1.5
stag_hunt,standard_pg,1148,50,3.6709013229870524,3.7554111427584185,0.9547207844509082,0.9265508445271196,0.06495453219011142,0.0021059193530044967,0.0015178509406834737,0.3368885179626231,1.5
stag_hunt,standard_pg,1148,60,3.706007847337835,3.7809945458118843,0.959613703627451,0.9346181374694345,0.08160463728271168,0.003323216493438856,0.0004171356442444615,0.32465267067212744,1.5
stag_hunt,standard_pg,1148,70,3.732269727653411,3.8029399546308427,0.9640136990674495,0.940456956741639,0.08820612073725827,0.0027888016804443944,0.0004103965156559878,0.31441330268612205,1.5
stag_hunt,standard_pg,1148,80,3.760883735384757,3.8175523393225332,0.9662209161873675,0.9473313815414419,0.12895636554177936,0.007599317496655875,0.0023104313645067355,0.30564993458183315,1.5
stag_hunt,standard_pg,1148,90,3.7804363026833663,3.8261658994001753,0.9673432664630259,0.9521000675574229,0.023794816870268968,0.0002911509336523308,0.0015627397885467026,0.298018009334332,1.5
stag_hunt,standard_pg,1148,100,3.806591085315687,3.8405863432288414,0.9696234464139167,0.9582916937761985,0.0356714088274519,0.000638348488401317,0.000850047892323287,0.29127838971160114,1.5
stag_hunt,standard_pg,1148,110,3.818862367697287,3.8462488346740447,0.9703871819098385,0.9612583595842527,0.04717737452875616,0.0011496088708112821,0.000803895992813942,0.28525877337361016,1.5
stag_hunt,standard_pg,1148,120,3.8363736058958353,3.8611802160249655,0.9733307532593053,0.9650618832162619,0.0830636832790997,0.002739793317058052,0.00017148056285805924,0.2798311806860547,1.5
stag_hunt,standard_pg,1148,130,3.8538766201930144,3.871629821108009,0.9750473316062139,0.9691295979678823,0.05051023305596708,0.0012733638355606853,8.371316672721839e-05,0.2748981270375992,1.5
stag_hunt,standard_pg,1148,140,3.8594545104567004,3.878543962764394,0.976562346140553,0.9701991953713219,0.04565886804004546,0.0010289312505604726,6.939310108350416e-05,0.270383762581522,1.5
stag_hunt,standard_pg,1148,150,3.8656654859734045,3.8820604488094856,0.9771158394082209,0.9716508517961938,0.04588778348235569,0.0009573001638064704,6.484819958324347e-05,0.2662279901938942,1.5
stag_hunt,standard_pg,1148,160,3.8776981012051146,3.8860436046819675,0.9774215297017704,0.974639695209486,0.05486033859448267,0.0014153949128011467,6.7905018011508e-05,0.26238244113698533,1.5
stag_hunt,standard_pg,1148,170,3.884642816582322,3.8924036974913725,0.9786926570916289,0.9761056967886121,0.02627135397653973,0.00028975873994407713,2.8822690208932928e-05,0.25880764933108025,1.5
stag_hunt,standard_pg,1148,180,3.894083495346867,3.8985408456714223,0.979741009521917,0.9782552260803985,0.04723393050291437,0.0010580981782956017,4.5610183568700895e-05,0.25547102190393156,1.5
stag_hunt,standard_pg,1148,190,3.9026222941823616,3.905752732237513,0.9811338719973479,0.9800903926456308,0.03373793286995525,0.0004458445594786029,2.759968662557511e-05,0.2523453524034575,1.5
stag_hunt,standard_pg,1148,200,3.904080045457511,3.907594660181903,0.981535702537864,0.9803641642964,0.014837815222493764,9.75714098554926e-05,1.1584209695219701e-05,0.24940771224216296,1.5
stag_hunt,standard_pg,1148,210,3.9083348614830373,3.911218057897462,0.9822362509296413,0.9812751854581664,0.038113881322941474,0.0006575138760619129,2.7736526915755372e-05,0.24663861108080362,1.5
stag_hunt,standard_pg,1148,220,3.913292782405862,3.914680206555477,0.982847246452955,0.9823847717364166,0.06706838116109794,0.001846069272432931,4.519482121111519e-05,0.24402135188322105,1.5
stag_hunt,standard_pg,1148,230,3.9183400858733095,3.917807041191325,0.9833615427791462,0.9835392243398078,0.030469494988780862,0.00046860956137691087,1.820642094404484e-05,0.24154152916438887,1.5
stag_hunt,standard_pg,1148,240,3.921744232315668,3.9219771988495578,0.9842616195983851,0.9841839640870885,0.04209085876980194,0.0008201995820852474,2.3056405213452532e-05,0.2391866341072862,1.5
stag_hunt,standard_pg,1148,250,3.9232160495829502,3.9244009238215773,0.9848172692674217,0.9844223111878794,0.04571465766294469,0.000824457220539818,2.3859757641880694e-05,0.2369457404987882,1.5
stag_hunt,standard_pg,1148,259,3.9250381175712,3.9270628592319308,0.985413997158917,0.9847390832720068,0.014669895170406379,8.13875283042593e-05,7.006016993896357e-06,0.2350184524722088,1.5
stag_hunt,standard_pg,1185,0,3.1099298626258234,3.6520114064820217,0.961473589010965,0.7807797410588989,0.10878487496116347,0.0034430113793919447,0.012425686092249026,0.5178959436034413,1.5
stag_hunt,standard_pg,1185,10,3.3768809520761294,3.7190232483611134,0.9632940031595013,0.8492465710645066,0.07243007625001138,0.0016299351787778336,0.0014752346343652526,0.4385259625377816,1.5
stag_hunt,standard_pg,1185,20,3.5577742478369223,3.768855076054031,0.9656881760218675,0.895327899949498,0.09016689264666629,0.0032764592028207322,0.0010057950822028154,0.3978628674337284,1.5
stag_hunt,standard_pg,1185,30,3.6288732758032665,3.7899915132910302,0.9670244972447036,0.9133184180821158,0.028405309510741206,0.0004075682432291387,0.0013604522187666006,0.3713198031281318,1.5
stag_hunt,standard_pg,1185,40,3.692692383357215,3.816630491776089,0.9703246837683079,0.9290119809620165,0.026157757563370788,0.000353741716105576,0.00011623472227209353,0.3519570819976834,1.5
stag_hunt,standard_pg,1185,50,3.738057440847388,3.8376964969406626,0.9732178219002267,0.9400048032024685,0.11186271761230565,0.004490661571311306,0.0003981631459995078,0.3368885179626231,1.5
stag_hunt,standard_pg,1185,60,3.7696330036468404,3.847220517253153,0.9737980921986501,0.9479355876632126,0.0636600797005495,0.0018262644149899014,0.0001826433471707104,0.32465267067212744,1.5
stag_hunt,standard_pg,1185,70,3.802575012092497,3.864506637757003,0.9764037624704149,0.9557598872489127,0.10027558293739233,0.0036366991771633406,0.00023387181649166264,0.31441330268612205,1.5
stag_hunt,standard_pg,1185,80,3.8236000194317317,3.8710209703365526,0.9768234899961146,0.9610165063611742,0.0597988050217187,0.0017836527232255811,0.00011660572883197235,0.30564993458183315,1.5
stag_hunt,standard_pg,1185,90,3.8410522552542665,3.8797287260476367,0.978065845167056,0.9651736882359325,0.02320168017666559,0.00027419372562567846,3.6992190974944376e-05,0.298018009334332,1.5
