experiment,game,method,init_p1,init_p2,success,final_coop_min
basin,stag_hunt,standard_pg,0.8150000000000001,0.45499999999999996,1,0.9551671423403929
basin,stag_hunt,standard_pg,0.8150000000000001,0.49999999999999994,1,0.9447452088806398
basin,stag_hunt,standard_pg,0.8150000000000001,0.545,1,0.9593440225655068
basin,stag_hunt,standard_pg,0.8150000000000001,0.5900000000000001,1,0.9610335571579556
basin,stag_hunt,standard_pg,0.8150000000000001,0.635,1,0.9592056539599817
basin,stag_hunt,standard_pg,0.8150000000000001,0.68,1,0.9584687522668103
basin,stag_hunt,standard_pg,0.8150000000000001,0.725,1,0.9622948118776126
basin,stag_hunt,standard_pg,0.8150000000000001,0.77,1,0.9656833865781619
basin,stag_hunt,standard_pg,0.8150000000000001,0.8150000000000001,1,0.9683713124021858
basin,stag_hunt,standard_pg,0.8150000000000001,0.86,1,0.9679548259554693
basin,stag_hunt,standard_pg,0.8150000000000001,0.905,1,0.9714367457059616
basin,stag_hunt,standard_pg,0.8150000000000001,0.95,1,0.977459876642978
basin,stag_hunt,standard_pg,0.86,0.05,0,0.01281759582079816
basin,stag_hunt,standard_pg,0.86,0.095,0,0.013206667384278835
basin,stag_hunt,standard_pg,0.86,0.14,0,0.01741216540570898
basin,stag_hunt,standard_pg,0.86,0.185,0,0.016514798565692997
basin,stag_hunt,standard_pg,0.86,0.22999999999999998,0,0.01686312858504869
basin,stag_hunt,standard_pg,0.86,0.27499999999999997,0,0.019957949995293267
basin,stag_hunt,standard_pg,0.86,0.32,0,0.02389846332170979
basin,stag_hunt,standard_pg,0.86,0.365,1,0.9300191616686009
basin,stag_hunt,standard_pg,0.86,0.41,0,0.021214957176153054
basin,stag_hunt,standard_pg,0.86,0.45499999999999996,1,0.9396138087506515
basin,stag_hunt,standard_pg,0.86,0.49999999999999994,0,0.025713095709778023
basin,stag_hunt,standard_pg,0.86,0.545,1,0.9572935939527609
basin,stag_hunt,standard_pg,0.86,0.5900000000000001,1,0.9517628264661396
basin,stag_hunt,standard_pg,0.86,0.635,1,0.9613040285183618
basin,stag_hunt,standard_pg,0.86,0.68,1,0.9647618771964926
basin,stag_hunt,standard_pg,0.86,0.725,1,0.9715184168049775
basin,stag_hunt,standard_pg,0.86,0.77,1,0.9667492879304396
basin,stag_hunt,standard_pg,0.86,0.8150000000000001,1,0.9690662569742147
basin,stag_hunt,standard_pg,0.86,0.86,1,0.9738349927942327
basin,stag_hunt,standard_pg,0.86,0.905,1,0.9740060110315225
basin,stag_hunt,standard_pg,0.86,0.95,1,0.9694270172641678
basin,stag_hunt,standard_pg,0.905,0.05,0,0.013695899227131847
basin,stag_hunt,standard_pg,0.905,0.095,0,0.01676983908747068
basin,stag_hunt,standard_pg,0.905,0.14,0,0.022383104342551963
basin,stag_hunt,standard_pg,0.905,0.185,0,0.020147835894602888
basin,stag_hunt,standard_pg,0.905,0.22999999999999998,0,0.026738368917514143
basin,stag_hunt,standard_pg,0.905,0.27499999999999997,1,0.9280156040342815
basin,stag_hunt,standard_pg,0.905,0.32,1,0.9599446268835258
basin,stag_hunt,standard_pg,0.905,0.365,1,0.9636377813881308
basin,stag_hunt,standard_pg,0.905,0.41,1,0.964648682821609
basin,stag_hunt,standard_pg,0.905,0.45499999999999996,1,0.9588314048671389
basin,stag_hunt,standard_pg,0.905,0.49999999999999994,1,0.9689304576653975
basin,stag_hunt,standard_pg,0.905,0.545,1,0.9639894946282012
basin,stag_hunt,standard_pg,0.905,0.5900000000000001,1,0.9703598111478795
basin,stag_hunt,standard_pg,0.905,0.635,1,0.9702663142417461
basin,stag_hunt,standard_pg,0.905,0.68,1,0.9696588174969479
basin,stag_hunt,standard_pg,0.905,0.725,1,0.9711753933610265
basin,stag_hunt,standard_pg,0.905,0.77,1,0.9711631922319411
basin,stag_hunt,standard_pg,0.905,0.8150000000000001,1,0.9749286654870697
basin,stag_hunt,standard_pg,0.905,0.86,1,0.9722382161442362
basin,stag_hunt,standard_pg,0.905,0.905,1,0.976090580963074
basin,stag_hunt,standard_pg,0.905,0.95,1,0.9770016273258395
basin,stag_hunt,standard_pg,0.95,0.05,0,0.017485900618073095
basin,stag_hunt,standard_pg,0.95,0.095,0,0.08977093761269683
basin,stag_hunt,standard_pg,0.95,0.14,1,0.9424450744982166
basin,stag_hunt,standard_pg,0.95,0.185,1,0.9580779601462978
basin,stag_hunt,standard_pg,0.95,0.22999999999999998,1,0.9626748253459171
basin,stag_hunt,standard_pg,0.95,0.27499999999999997,1,0.9627865720933836
basin,stag_hunt,standard_pg,0.95,0.32,1,0.965327794934235
basin,stag_hunt,standard_pg,0.95,0.365,1,0.9661787280244458
basin,stag_hunt,standard_pg,0.95,0.41,1,0.9649292166947614
basin,stag_hunt,standard_pg,0.95,0.45499999999999996,1,0.9640711670484536
basin,stag_hunt,standard_pg,0.95,0.49999999999999994,1,0.9679193344533971
basin,stag_hunt,standard_pg,0.95,0.545,1,0.9619179309986396
basin,stag_hunt,standard_pg,0.95,0.5900000000000001,1,0.9675255110334198
basin,stag_hunt,standard_pg,0.95,0.635,1,0.970622596844018
basin,stag_hunt,standard_pg,0.95,0.68,1,0.972030240033098
basin,stag_hunt,standard_pg,0.95,0.725,1,0.9693405531147052
basin,stag_hunt,standard_pg,0.95,0.77,1,0.975633697064083
basin,stag_hunt,standard_pg,0.95,0.8150000000000001,1,0.9744458939895625
basin,stag_hunt,standard_pg,0.95,0.86,1,0.9734874249195868
basin,stag_hunt,standard_pg,0.95,0.905,1,0.975569770768909
basin,stag_hunt,standard_pg,0.95,0.95,1,0.9792568491660614
basin,stag_hunt,meta_mapg,0.05,0.05,0,0.01070527174951357
basin,stag_hunt,meta_mapg,0.05,0.095,0,0.010433935539003647
basin,stag_hunt,meta_mapg,0.05,0.14,0,0.01043051424137433
basin,stag_hunt,meta_mapg,0.05,0.185,0,0.010593163510434354
basin,stag_hunt,meta_mapg,0.05,0.22999999999999998,0,0.010595031814265092
basin,stag_hunt,meta_mapg,0.05,0.27499999999999997,0,0.011117084851866412
basin,stag_hunt,meta_mapg,0.05,0.32,0,0.010829499827449974
basin,stag_hunt,meta_mapg,0.05,0.365,0,0.01085510963494813
basin,stag_hunt,meta_mapg,0.05,0.41,0,0.010905382351288307
basin,stag_hunt,meta_mapg,0.05,0.45499999999999996,0,0.010678243354814952
basin,stag_hunt,meta_mapg,0.05,0.49999999999999994,0,0.01123923907924633
basin,stag_hunt,meta_mapg,0.05,0.545,0,0.011513592495766264
basin,stag_hunt,meta_mapg,0.05,0.5900000000000001,0,0.011363128048108968
basin,stag_hunt,meta_mapg,0.05,0.635,0,0.011485879154303467
basin,stag_hunt,meta_mapg,0.05,0.68,0,0.011828401041002447
basin,stag_hunt,meta_mapg,0.05,0.725,0,0.012039299289748189
basin,stag_hunt,meta_mapg,0.05,0.77,0,0.012227889377815392
basin,stag_hunt,meta_mapg,0.05,0.8150000000000001,0,0.012380598246755387
basin,stag_hunt,meta_mapg,0.05,0.86,0,0.01353275806332663
basin,stag_hunt,meta_mapg,0.05,0.905,0,0.013306216644787709
basin,stag_hunt,meta_mapg,0.05,0.95,0,0.018435412782724668
basin,stag_hunt,meta_mapg,0.095,0.05,0,0.010572959020971455
basin,stag_hunt,meta_mapg,0.095,0.095,0,0.011753248500237418
basin,stag_hunt,meta_mapg,0.095,0.14,0,0.011596680603324501
basin,stag_hunt,meta_mapg,0.095,0.185,0,0.012573967470411276
basin,stag_hunt,meta_mapg,0.095,0.22999999999999998,0,0.011667761938724867
basin,stag_hunt,meta_mapg,0.095,0.27499999999999997,0,0.012184256336699959
basin,stag_hunt,meta_mapg,0.095,0.32,0,0.011878737506502177
basin,stag_hunt,meta_mapg,0.095,0.365,0,0.012361437265980763
basin,stag_hunt,meta_mapg,0.095,0.41,0,0.011596532872639799
basin,stag_hunt,meta_mapg,0.095,0.45499999999999996,0,0.012919686901542285
basin,stag_hunt,meta_mapg,0.095,0.49999999999999994,0,0.012770136228660774
basin,stag_hunt,meta_mapg,0.095,0.545,0,0.012562890121714916
basin,stag_hunt,meta_mapg,0.095,0.5900000000000001,0,0.012515993565987982
basin,stag_hunt,meta_mapg,0.095,0.635,0,0.01289562503812713
basin,stag_hunt,meta_mapg,0.095,0.68,0,0.012962841293348341
basin,stag_hunt,meta_mapg,0.095,0.725,0,0.013017715152908583
basin,stag_hunt,meta_mapg,0.095,0.77,0,0.014476160170716146
basin,stag_hunt,meta_mapg,0.095,0.8150000000000001,0,0.015134698948424917
basin,stag_hunt,meta_mapg,0.095,0.86,0,0.016036356069522337
basin,stag_hunt,meta_mapg,0.095,0.905,0,0.018189812130443794
basin,stag_hunt,meta_mapg,0.095,0.95,1,0.925717619447731
basin,stag_hunt,meta_mapg,0.14,0.05,0,0.010464376791225092
basin,stag_hunt,meta_mapg,0.14,0.095,0,0.012211180678557327
basin,stag_hunt,meta_mapg,0.14,0.14,0,0.01254732930255046
basin,stag_hunt,meta_mapg,0.14,0.185,0,0.012318399926862504
basin,stag_hunt,meta_mapg,0.14,0.22999999999999998,0,0.012592704383222558
basin,stag_hunt,meta_mapg,0.14,0.27499999999999997,0,0.012753640112560362
basin,stag_hunt,meta_mapg,0.14,0.32,0,0.012773939805174682
basin,stag_hunt,meta_mapg,0.14,0.365,0,0.013485079388363335
basin,stag_hunt,meta_mapg,0.14,0.41,0,0.013105993013165878
basin,stag_hunt,meta_mapg,0.14,0.45499999999999996,0,0.01415564757736332
basin,stag_hunt,meta_mapg,0.14,0.49999999999999994,0,0.013524790476330435
basin,stag_hunt,meta_mapg,0.14,0.545,0,0.01310554608972641
basin,stag_hunt,meta_mapg,0.14,0.5900000000000001,0,0.013960871560261209
basin,stag_hunt,meta_mapg,0.14,0.635,0,0.013575380038660706
basin,stag_hunt,meta_mapg,0.14,0.68,0,0.01462050751214133
basin,stag_hunt,meta_mapg,0.14,0.725,0,0.016278227165417457
basin,stag_hunt,meta_mapg,0.14,0.77,0,0.014648729306964163
basin,stag_hunt,meta_mapg,0.14,0.8150000000000001,0,0.01628427422266367
basin,stag_hunt,meta_mapg,0.14,0.86,0,0.0223659278237186
basin,stag_hunt,meta_mapg,0.14,0.905,0,0.03133429250271088
basin,stag_hunt,meta_mapg,0.14,0.95,1,0.9615762261121752
basin,stag_hunt,meta_mapg,0.185,0.05,0,0.011082902464447446
basin,stag_hunt,meta_mapg,0.185,0.095,0,0.012192839427399224
basin,stag_hunt,meta_mapg,0.185,0.14,0,0.012726022459381158
basin,stag_hunt,meta_mapg,0.185,0.185,0,0.013030575186536804
basin,stag_hunt,meta_mapg,0.185,0.22999999999999998,0,0.01298059647641502
basin,stag_hunt,meta_mapg,0.185,0.27499999999999997,0,0.013773129090303671
basin,stag_hunt,meta_mapg,0.185,0.32,0,0.013409092432380842
basin,stag_hunt,meta_mapg,0.185,0.365,0,0.014009237243682554
basin,stag_hunt,meta_mapg,0.185,0.41,0,0.013283629759085718
basin,stag_hunt,meta_mapg,0.185,0.45499999999999996,0,0.013745040068217291
basin,stag_hunt,meta_mapg,0.185,0.49999999999999994,0,0.013856614959399896
basin,stag_hunt,meta_mapg,0.185,0.545,0,0.014360754295498856
basin,stag_hunt,meta_mapg,0.185,0.5900000000000001,0,0.014543057350420593
basin,stag_hunt,meta_mapg,0.185,0.635,0,0.014280248665591988
basin,stag_hunt,meta_mapg,0.185,0.68,0,0.015650833188892873
basin,stag_hunt,meta_mapg,0.185,0.725,0,0.016336667666735687
basin,stag_hunt,meta_mapg,0.185,0.77,0,0.015382570761920983
basin,stag_hunt,meta_mapg,0.185,0.8150000000000001,0,0.04872025487454661
basin,stag_hunt,meta_mapg,0.185,0.86,0,0.022959725103431132
basin,stag_hunt,meta_mapg,0.185,0.905,1,0.9445593061029484
basin,stag_hunt,meta_mapg,0.185,0.95,1,0.9627840679883471
basin,stag_hunt,meta_mapg,0.22999999999999998,0.05,0,0.010520169984789631
basin,stag_hunt,meta_mapg,0.22999999999999998,0.095,0,0.011581085351062488
basin,stag_hunt,meta_mapg,0.22999999999999998,0.14,0,0.012317109192044436
basin,stag_hunt,meta_mapg,0.22999999999999998,0.185,0,0.01395154023271273
basin,stag_hunt,meta_mapg,0.22999999999999998,0.22999999999999998,0,0.013928034379154642
basin,stag_hunt,meta_mapg,0.22999999999999998,0.27499999999999997,0,0.013397153711629913
basin,stag_hunt,meta_mapg,0.22999999999999998,0.32,0,0.013910635876035202
basin,stag_hunt,meta_mapg,0.22999999999999998,0.365,0,0.014633811858930663
basin,stag_hunt,meta_mapg,0.22999999999999998,0.41,0,0.015402800141578308
basin,stag_hunt,meta_mapg,0.22999999999999998,0.45499999999999996,0,0.015086107094163907
basin,stag_hunt,meta_mapg,0.22999999999999998,0.49999999999999994,0,0.015234961621333634
basin,stag_hunt,meta_mapg,0.22999999999999998,0.545,0,0.014808502823573955
basin,stag_hunt,meta_mapg,0.22999999999999998,0.5900000000000001,0,0.01577524005767072
basin,stag_hunt,meta_mapg,0.22999999999999998,0.635,0,0.014570732657627464
basin,stag_hunt,meta_mapg,0.22999999999999998,0.68,0,0.016994021499226783
basin,stag_hunt,meta_mapg,0.22999999999999998,0.725,0,0.01891690282174073
basin,stag_hunt,meta_mapg,0.22999999999999998,0.77,0,0.033725121654846736
basin,stag_hunt,meta_mapg,0.22999999999999998,0.8150000000000001,0,0.01894378860181858
basin,stag_hunt,meta_mapg,0.22999999999999998,0.86,1,0.9459274358920149
basin,stag_hunt,meta_mapg,0.22999999999999998,0.905,1,0.9719599802747422
basin,stag_hunt,meta_mapg,0.22999999999999998,0.95,1,0.9638062726440997
basin,stag_hunt,meta_mapg,0.27499999999999997,0.05,0,0.010582864170467199
basin,stag_hunt,meta_mapg,0.27499999999999997,0.095,0,0.012235096299154508
basin,stag_hunt,meta_mapg,0.27499999999999997,0.14,0,0.013448229406818737
basin,stag_hunt,meta_mapg,0.27499999999999997,0.185,0,0.013040698506590306
basin,stag_hunt,meta_mapg,0.27499999999999997,0.22999999999999998,0,0.013529012718247954
basin,stag_hunt,meta_mapg,0.27499999999999997,0.27499999999999997,0,0.013595730101753387
basin,stag_hunt,meta_mapg,0.27499999999999997,0.32,0,0.01425640262822839
basin,stag_hunt,meta_mapg,0.27499999999999997,0.365,0,0.013897582369628167
basin,stag_hunt,meta_mapg,0.27499999999999997,0.41,0,0.01415595187117881
basin,stag_hunt,meta_mapg,0.27499999999999997,0.45499999999999996,0,0.015211363354261494
basin,stag_hunt,meta_mapg,0.27499999999999997,0.49999999999999994,0,0.01586936723314956
basin,stag_hunt,meta_mapg,0.27499999999999997,0.545,0,0.015023287978924329
basin,stag_hunt,meta_mapg,0.27499999999999997,0.5900000000000001,0,0.01816168263764322
basin,stag_hunt,meta_mapg,0.27499999999999997,0.635,0,0.016437636992698113
basin,stag_hunt,meta_mapg,0.27499999999999997,0.68,1,0.956755399003633
basin,stag_hunt,meta_mapg,0.27499999999999997,0.725,0,0.01759057869535307
basin,stag_hunt,meta_mapg,0.27499999999999997,0.77,1,0.9471508234275876
basin,stag_hunt,meta_mapg,0.27499999999999997,0.8150000000000001,1,0.9598676423457109
basin,stag_hunt,meta_mapg,0.27499999999999997,0.86,1,0.9510553972024277
basin,stag_hunt,meta_mapg,0.27499999999999997,0.905,1,0.962022226428575
basin,stag_hunt,meta_mapg,0.27499999999999997,0.95,1,0.9701082333990394
basin,stag_hunt,meta_mapg,0.32,0.05,0,0.011112592144623039
basin,stag_hunt,meta_mapg,0.32,0.095,0,0.011758353843911445
basin,stag_hunt,meta_mapg,0.32,0.14,0,0.01356027341462568
basin,stag_hunt,meta_mapg,0.32,0.185,0,0.013041919909610825
basin,stag_hunt,meta_mapg,0.32,0.22999999999999998,0,0.013806690220227982
basin,stag_hunt,meta_mapg,0.32,0.27499999999999997,0,0.014022055090419787
basin,stag_hunt,meta_mapg,0.32,0.32,0,0.014126584573902584
basin,stag_hunt,meta_mapg,0.32,0.365,0,0.01391241797000643
basin,stag_hunt,meta_mapg,0.32,0.41,0,0.014774032857019706
basin,stag_hunt,meta_mapg,0.32,0.45499999999999996,0,0.016855976602113933
basin,stag_hunt,meta_mapg,0.32,0.49999999999999994,0,0.015271804499207084
basin,stag_hunt,meta_mapg,0.32,0.545,0,0.015843004698986977
basin,stag_hunt,meta_mapg,0.32,0.5900000000000001,0,0.016081727363599224
basin,stag_hunt,meta_mapg,0.32,0.635,0,0.017091339708082836
basin,stag_hunt,meta_mapg,0.32,0.68,0,0.018102806487424752
basin,stag_hunt,meta_mapg,0.32,0.725,0,0.017648851724691012
basin,stag_hunt,meta_mapg,0.32,0.77,0,0.03250431581938185
basin,stag_hunt,meta_mapg,0.32,0.8150000000000001,1,0.9196913077138081
basin,stag_hunt,meta_mapg,0.32,0.86,1,0.9602799637105635
basin,stag_hunt,meta_mapg,0.32,0.905,1,0.9569940598947103
basin,stag_hunt,meta_mapg,0.32,0.95,1,0.9658225924475429
basin,stag_hunt,meta_mapg,0.365,0.05,0,0.010913040016176838
basin,stag_hunt,meta_mapg,0.365,0.095,0,0.011955146624959657
basin,stag_hunt,meta_mapg,0.365,0.14,0,0.012997277278289796
basin,stag_hunt,meta_mapg,0.365,0.185,0,0.013823296445743375
basin,stag_hunt,meta_mapg,0.365,0.22999999999999998,0,0.013760440081999555
basin,stag_hunt,meta_mapg,0.365,0.27499999999999997,0,0.014366436648710606
basin,stag_hunt,meta_mapg,0.365,0.32,0,0.01505957097244223
basin,stag_hunt,meta_mapg,0.365,0.365,0,0.01537410719853318
basin,stag_hunt,meta_mapg,0.365,0.41,0,0.014533532705579192
basin,stag_hunt,meta_mapg,0.365,0.45499999999999996,0,0.016052697441530695
basin,stag_hunt,meta_mapg,0.365,0.49999999999999994,0,0.014691812860985809
basin,stag_hunt,meta_mapg,0.365,0.545,0,0.016589015775584182
basin,stag_hunt,meta_mapg,0.365,0.5900000000000001,0,0.01998432062412852
basin,stag_hunt,meta_mapg,0.365,0.635,1,0.9184574238969602
basin,stag_hunt,meta_mapg,0.365,0.68,0,0.026544363799415594
basin,stag_hunt,meta_mapg,0.365,0.725,1,0.9644024727820496
basin,stag_hunt,meta_mapg,0.365,0.77,1,0.9595487901878695
basin,stag_hunt,meta_mapg,0.365,0.8150000000000001,1,0.9613163363161628
basin,stag_hunt,meta_mapg,0.365,0.86,1,0.9618568961430402
basin,stag_hunt,meta_mapg,0.365,0.905,1,0.9693595942957103
basin,stag_hunt,meta_mapg,0.365,0.95,1,0.9619036037820066
basin,stag_hunt,meta_mapg,0.41,0.05,0,0.011433973334667323
basin,stag_hunt,meta_mapg,0.41,0.095,0,0.012156588196062305
basin,stag_hunt,meta_mapg,0.41,0.14,0,0.013516847275454722
basin,stag_hunt,meta_mapg,0.41,0.185,0,0.013601778235800503
basin,stag_hunt,meta_mapg,0.41,0.22999999999999998,0,0.013875467208864439
basin,stag_hunt,meta_mapg,0.41,0.27499999999999997,0,0.015604256783763353
basin,stag_hunt,meta_mapg,0.41,0.32,0,0.014363683485412003
basin,stag_hunt,meta_mapg,0.41,0.365,0,0.0151734768150671
basin,stag_hunt,meta_mapg,0.41,0.41,0,0.01602974914985362
basin,stag_hunt,meta_mapg,0.41,0.45499999999999996,0,0.016593841956412753
basin,stag_hunt,meta_mapg,0.41,0.49999999999999994,1,0.9490098929121896
basin,stag_hunt,meta_mapg,0.41,0.545,0,0.017066972662727244
basin,stag_hunt,meta_mapg,0.41,0.5900000000000001,1,0.9369238853168326
basin,stag_hunt,meta_mapg,0.41,0.635,0,0.028402984198951327
basin,stag_hunt,meta_mapg,0.41,0.68,1,0.9598947935633789
basin,stag_hunt,meta_mapg,0.41,0.725,1,0.9668522864491342
basin,stag_hunt,meta_mapg,0.41,0.77,1,0.9467281745869227
basin,stag_hunt,meta_mapg,0.41,0.8150000000000001,1,0.9578672958917994
basin,stag_hunt,meta_mapg,0.41,0.86,1,0.9628827379039814
basin,stag_hunt,meta_mapg,0.41,0.905,1,0.967079485414713
basin,stag_hunt,meta_mapg,0.41,0.95,1,0.9641839349854924
basin,stag_hunt,meta_mapg,0.45499999999999996,0.05,0,0.01124033725834199
basin,stag_hunt,meta_mapg,0.45499999999999996,0.095,0,0.013144784373398773
basin,stag_hunt,meta_mapg,0.45499999999999996,0.14,0,0.013499376843850495
basin,stag_hunt,meta_mapg,0.45499999999999996,0.185,0,0.013915579506507321
basin,stag_hunt,meta_mapg,0.45499999999999996,0.22999999999999998,0,0.01385756771151272
basin,stag_hunt,meta_mapg,0.45499999999999996,0.27499999999999997,0,0.015236784333480325
basin,stag_hunt,meta_mapg,0.45499999999999996,0.32,0,0.015939380013723893
basin,stag_hunt,meta_mapg,0.45499999999999996,0.365,0,0.015507527792452853
basin,stag_hunt,meta_mapg,0.45499999999999996,0.41,0,0.02469049582575658
basin,stag_hunt,meta_mapg,0.45499999999999996,0.45499999999999996,1,0.9659401445971979
basin,stag_hunt,meta_mapg,0.45499999999999996,0.49999999999999994,1,0.9569777251188656
basin,stag_hunt,meta_mapg,0.45499999999999996,0.545,1,0.960142608357157
basin,stag_hunt,meta_mapg,0.45499999999999996,0.5900000000000001,1,0.9555249591426951
basin,stag_hunt,meta_mapg,0.45499999999999996,0.635,1,0.9606950041638201
basin,stag_hunt,meta_mapg,0.45499999999999996,0.68,1,0.9665732535852611
basin,stag_hunt,meta_mapg,0.45499999999999996,0.725,1,0.9669832860412402
basin,stag_hunt,meta_mapg,0.45499999999999996,0.77,1,0.962627804214004
basin,stag_hunt,meta_mapg,0.45499999999999996,0.8150000000000001,1,0.972349320031722
basin,stag_hunt,meta_mapg,0.45499999999999996,0.86,1,0.9622602519575925
basin,stag_hunt,meta_mapg,0.45499999999999996,0.905,1,0.9598080004911368
basin,stag_hunt,meta_mapg,0.45499999999999996,0.95,1,0.9673640433342221
basin,stag_hunt,meta_mapg,0.49999999999999994,0.05,0,0.010644749732695318
basin,stag_hunt,meta_mapg,0.49999999999999994,0.095,0,0.012858070603903803
basin,stag_hunt,meta_mapg,0.49999999999999994,0.14,0,0.01365916298244951
basin,stag_hunt,meta_mapg,0.49999999999999994,0.185,0,0.014095546172612801
basin,stag_hunt,meta_mapg,0.49999999999999994,0.22999999999999998,0,0.014904931842556729
basin,stag_hunt,meta_mapg,0.49999999999999994,0.27499999999999997,0,0.01544791824707611
basin,stag_hunt,meta_mapg,0.49999999999999994,0.32,0,0.015338977800997813
basin,stag_hunt,meta_mapg,0.49999999999999994,0.365,0,0.0184591034056785
basin,stag_hunt,meta_mapg,0.49999999999999994,0.41,0,0.018828756906443492
basin,stag_hunt,meta_mapg,0.49999999999999994,0.45499999999999996,1,0.9494303313495165
basin,stag_hunt,meta_mapg,0.49999999999999994,0.49999999999999994,0,0.019273310923920525
basin,stag_hunt,meta_mapg,0.49999999999999994,0.545,1,0.9577016763714302
basin,stag_hunt,meta_mapg,0.49999999999999994,0.5900000000000001,1,0.9615705164248273
basin,stag_hunt,meta_mapg,0.49999999999999994,0.635,1,0.9565451543607915
basin,stag_hunt,meta_mapg,0.49999999999999994,0.68,1,0.963957410507732
basin,stag_hunt,meta_mapg,0.49999999999999994,0.725,1,0.9469806942641759
basin,stag_hunt,meta_mapg,0.49999999999999994,0.77,1,0.965151683885674
basin,stag_hunt,meta_mapg,0.49999999999999994,0.8150000000000001,1,0.9637668156479247
basin,stag_hunt,meta_mapg,0.49999999999999994,0.86,1,0.9655579697846702
basin,stag_hunt,meta_mapg,0.49999999999999994,0.905,1,0.9563888575957397
basin,stag_hunt,meta_mapg,0.49999999999999994,0.95,1,0.9681249932774822
basin,stag_hunt,meta_mapg,0.545,0.05,0,0.011261837796521196
basin,stag_hunt,meta_mapg,0.545,0.095,0,0.012750479469115079
basin,stag_hunt,meta_mapg,0.545,0.14,0,0.013369121274488456
basin,stag_hunt,meta_mapg,0.545,0.185,0,0.014682406981330734
basin,stag_hunt,meta_mapg,0.545,0.22999999999999998,0,0.015511880217663174
basin,stag_hunt,meta_mapg,0.545,0.27499999999999997,0,0.015384938916061354
basin,stag_hunt,meta_mapg,0.545,0.32,0,0.01584429194563282
basin,stag_hunt,meta_mapg,0.545,0.365,0,0.01547525523784953
basin,stag_hunt,meta_mapg,0.545,0.41,0,0.026598567010017553
basin,stag_hunt,meta_mapg,0.545,0.45499999999999996,1,0.9476569463392004
basin,stag_hunt,meta_mapg,0.545,0.49999999999999994,0,0.019871526147079207
basin,stag_hunt,meta_mapg,0.545,0.545,1,0.9539051857115126
basin,stag_hunt,meta_mapg,0.545,0.5900000000000001,1,0.9619748707975715
basin,stag_hunt,meta_mapg,0.545,0.635,1,0.9659633079041021
basin,stag_hunt,meta_mapg,0.545,0.68,1,0.9637086344044011
basin,stag_hunt,meta_mapg,0.545,0.725,1,0.9641434105799143
basin,stag_hunt,meta_mapg,0.545,0.77,1,0.9633827120712206
basin,stag_hunt,meta_mapg,0.545,0.8150000000000001,1,0.9653252150766555
basin,stag_hunt,meta_mapg,0.545,0.86,1,0.9653784072052523
basin,stag_hunt,meta_mapg,0.545,0.905,1,0.9693718870382743
basin,stag_hunt,meta_mapg,0.545,0.95,1,0.9698665976907463
basin,stag_hunt,meta_mapg,0.5900000000000001,0.05,0,0.01090947956723108
basin,stag_hunt,meta_mapg,0.5900000000000001,0.095,0,0.013015895281076263
basin,stag_hunt,meta_mapg,0.5900000000000001,0.14,0,0.01371477627478707
basin,stag_hunt,meta_mapg,0.5900000000000001,0.185,0,0.014278657934398437
basin,stag_hunt,meta_mapg,0.5900000000000001,0.22999999999999998,0,0.015324211177918762
basin,stag_hunt,meta_mapg,0.5900000000000001,0.27499999999999997,0,0.01589053763445603
basin,stag_hunt,meta_mapg,0.5900000000000001,0.32,0,0.01605775537620402
basin,stag_hunt,meta_mapg,0.5900000000000001,0.365,0,0.01754010821510838
basin,stag_hunt,meta_mapg,0.5900000000000001,0.41,1,0.9575928386513594
basin,stag_hunt,meta_mapg,0.5900000000000001,0.45499999999999996,1,0.9241037166182595
basin,stag_hunt,meta_mapg,0.5900000000000001,0.49999999999999994,1,0.9597699135392516
basin,stag_hunt,meta_mapg,0.5900000000000001,0.545,1,0.9602594611624523
basin,stag_hunt,meta_mapg,0.5900000000000001,0.5900000000000001,1,0.9666384572877429
basin,stag_hunt,meta_mapg,0.5900000000000001,0.635,1,0.9570833961133164
basin,stag_hunt,meta_mapg,0.5900000000000001,0.68,1,0.9649998306248599
basin,stag_hunt,meta_mapg,0.5900000000000001,0.725,1,0.9630719225280349
basin,stag_hunt,meta_mapg,0.5900000000000001,0.77,1,0.9686812415215218
basin,stag_hunt,meta_mapg,0.5900000000000001,0.8150000000000001,1,0.9709446785892034
basin,stag_hunt,meta_mapg,0.5900000000000001,0.86,1,0.9688883984555089
basin,stag_hunt,meta_mapg,0.5900000000000001,0.905,1,0.9658970733206284
basin,stag_hunt,meta_mapg,0.5900000000000001,0.95,1,0.9687564933876797
basin,stag_hunt,meta_mapg,0.635,0.05,0,0.010833481598073317
basin,stag_hunt,meta_mapg,0.635,0.095,0,0.013227996992928778
basin,stag_hunt,meta_mapg,0.635,0.14,0,0.014046969160622763
basin,stag_hunt,meta_mapg,0.635,0.185,0,0.014739722824528245
basin,stag_hunt,meta_mapg,0.635,0.22999999999999998,0,0.015437473211703311
basin,stag_hunt,meta_mapg,0.635,0.27499999999999997,0,0.024959230694822948
basin,stag_hunt,meta_mapg,0.635,0.32,0,0.017575977858861815
basin,stag_hunt,meta_mapg,0.635,0.365,1,0.9416411203524055
basin,stag_hunt,meta_mapg,0.635,0.41,1,0.925938595182922
basin,stag_hunt,meta_mapg,0.635,0.45499999999999996,1,0.9598431405033099
basin,stag_hunt,meta_mapg,0.635,0.49999999999999994,1,0.9620402721285084
basin,stag_hunt,meta_mapg,0.635,0.545,1,0.9658908994504526
