label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
pg,standard_pg,constant,21,0.9794514772731435,0.9705306349148856,0.0071053566519491285,1,0.0
pg,standard_pg,constant,22,0.008525103314013191,0.012150527230106728,0.0027712297870679317,0,0.0
pg,standard_pg,constant,23,0.006730875234149755,0.008658369951188776,0.0014074641078883569,0,0.0
pg,standard_pg,constant,24,0.007944146247694696,0.01091411066409461,0.0022200478065711082,0,0.0
pg,standard_pg,constant,25,0.007126337157067077,0.009412989570034029,0.0016536490878583257,0,0.0
pg,standard_pg,constant,26,0.008717019461583805,0.012416428619955788,0.002845687850720585,0,0.0
pg,standard_pg,constant,27,0.006841621110771492,0.00886536951397781,0.001427359288657995,0,0.0
pg,standard_pg,constant,28,0.983170046909051,0.9762409948196648,0.005445319685976588,1,0.0
pg,standard_pg,constant,29,0.007009020025316701,0.009255497663602492,0.0016305453284029849,0,0.0
pg,standard_pg,constant,30,0.006787497147510767,0.008852348605854184,0.0014786460156768321,0,0.0
pg,standard_pg,constant,31,0.007762822447278875,0.010532345576464052,0.002044445846241943,0,0.0
pg,standard_pg,constant,32,0.9851139681708626,0.9815162865242455,0.002812245405017198,1,0.0
pg,standard_pg,constant,33,0.006970235174003548,0.00911784324031718,0.0015606926888695792,0,0.0
pg,standard_pg,constant,34,0.9852241037241456,0.9801668315960382,0.00376631653203355,1,0.0
pg,standard_pg,constant,35,0.9813208402467237,0.9719773956454278,0.00735465974158376,1,0.0
pg,standard_pg,constant,36,0.007287192324259632,0.00966448814898257,0.00172655376104757,0,0.0
pg,standard_pg,constant,37,0.976567494459586,0.963843402327377,0.008402402971324005,1,0.0
pg,standard_pg,constant,38,0.007084479196606895,0.009321919498692075,0.0016333778891557311,0,0.0
pg,standard_pg,constant,39,0.97762995825718,0.9675487425763198,0.007988037818882783,1,0.0
pg,standard_pg,constant,40,0.007498653465046721,0.009977521638197342,0.0018302910043198149,0,0.0
pg,standard_pg,constant,41,0.985585028477971,0.9794273852100649,0.004432869744797288,1,0.0
pg,standard_pg,constant,42,0.007123609513515759,0.00934965071169594,0.001610161001756449,0,0.0
pg,standard_pg,constant,43,0.00648799791797467,0.008304758762589843,0.001310421199233653,0,0.0
pg,standard_pg,constant,44,0.007771582193987834,0.010579437093479227,0.0020926968999785836,0,0.0
pg,standard_pg,constant,45,0.007071617901569181,0.009240676830560372,0.0015831924366909189,0,0.0
pg,standard_pg,constant,46,0.008330836944101545,0.011553993754514593,0.0024254949187195313,0,0.0
pg,standard_pg,constant,47,0.007056489918122028,0.009284275356887566,0.0016163803880141043,0,0.0
pg,standard_pg,constant,48,0.9824866943237353,0.9738499261483329,0.006730096303331686,1,0.0
pg,standard_pg,constant,49,0.0070820018159536025,0.009233887148501856,0.0015409095525385698,0,0.0
pg,standard_pg,constant,50,0.007392125784574527,0.009921835952718238,0.0018391096072471005,0,0.0
pg,standard_pg,constant,51,0.9776793170614141,0.9689130112032014,0.006881276366080396,1,0.0
pg,standard_pg,constant,52,0.007223584097140148,0.009607758898909404,0.0017366956990009983,0,0.0
pg,standard_pg,constant,53,0.007413017232144579,0.009910076279217578,0.0018011186585394755,0,0.0
pg,standard_pg,constant,54,0.007543285501667677,0.010088388606711844,0.001843455414761607,0,0.0
pg,standard_pg,constant,55,0.007285942908906755,0.009666244220574148,0.0017365486910745549,0,0.0
pg,standard_pg,constant,56,0.006566044896806436,0.008400051143475544,0.0013058859789277493,0,0.0
pg,standard_pg,constant,57,0.9831716793645654,0.9777624502774085,0.0048752015726229656,1,0.0
pg,standard_pg,constant,58,0.007337949490531731,0.009816748049260589,0.0018121027316045715,0,0.0
pg,standard_pg,constant,59,0.006234915210432144,0.00788097221239504,0.0011495852469704459,0,0.0
pg,standard_pg,constant,60,0.007978829461144903,0.010915715367214517,0.0021896370730836658,0,0.0
pg,standard_pg,constant,61,0.983268981879181,0.9758775433218935,0.0049100375520850685,1,0.0
pg,standard_pg,constant,62,0.009428959512460904,0.013980273465163886,0.003620556886831408,0,0.0
pg,standard_pg,constant,63,0.9836765578042648,0.9794753759040975,0.0037247732957287898,1,0.0
pg,standard_pg,constant,64,0.984004796229234,0.9773823730473252,0.004749417213890487,1,0.0
pg,standard_pg,constant,65,0.0072428857933580035,0.009582331823841184,0.001708768431925974,0,0.0
pg,standard_pg,constant,66,0.0072090106103526305,0.00956933261533631,0.001702748748994699,0,0.0
pg,standard_pg,constant,67,0.006938462531541738,0.009121449385239315,0.0015728143108148752,0,0.0
pg,standard_pg,constant,68,0.9847639951066935,0.9797709947718906,0.0033895991621420837,1,0.0
pg,standard_pg,constant,69,0.007780908040290841,0.010630387533304557,0.0021301058734613594,0,0.0
pg,standard_pg,constant,70,0.0076767077003631464,0.010437555742745503,0.0020245511024718863,0,0.0
pg,standard_pg,constant,71,0.007021723734459265,0.009233678542382476,0.0015746634609987633,0,0.0
pg,standard_pg,constant,72,0.9812053950698495,0.9740976218347885,0.005358692174240802,1,0.0
pg,standard_pg,constant,73,0.006387256626168063,0.008179147317400253,0.0012727835491886524,0,0.0
pg,standard_pg,constant,74,0.008596443308661128,0.012235747197552776,0.002812847380517894,0,0.0
pg,standard_pg,constant,75,0.007593333146620187,0.010325920693504645,0.00201421328189835,0,0.0
pg,standard_pg,constant,76,0.007319462295169097,0.009724583697223534,0.0017484284894315175,0,0.0
pg,standard_pg,constant,77,0.006947142794165211,0.009135778334726959,0.0015775718311718625,0,0.0
pg,standard_pg,constant,78,0.007094835244725727,0.00933933185880734,0.0016117308483513768,0,0.0
pg,standard_pg,constant,79,0.9840233616905443,0.9784493403402018,0.004220147014862353,1,0.0
meta_mapg_constant,meta_mapg,constant,0,0.007213504195039433,0.009564440146531175,0.0017020981843356914,0,1.5
meta_mapg_constant,meta_mapg,constant,1,0.980452568395947,0.9718778531164981,0.006972063612631492,1,1.5
meta_mapg_constant,meta_mapg,constant,2,0.008238298940638029,0.011382056797115446,0.002377014914274236,0,1.5
meta_mapg_constant,meta_mapg,constant,3,0.9830757261083465,0.97576429202205,0.005116660293189148,1,1.5
